1.32948e+00,1.32964e+00,1.32860e+00,1.32900e+00,1.32919e+00,1.32903e+00,1.32997e+00,1.33053e+00,1.33075e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32900e+00,1.32918e+00,1.32861e+00,1.32918e+00,1.32948e+00,1.32860e+00,1.32948e+00,1.32964e+00,1.32948e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32916e+00,1.32954e+00,1.32912e+00,1.32946e+00,1.32786e+00,1.32770e+00,1.32858e+00,1.32874e+00,1.32930e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32947e+00,1.32988e+00,1.32933e+00,1.32967e+00,1.32905e+00,1.32885e+00,1.32935e+00,1.32996e+00,1.32965e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32967e+00,1.32975e+00,1.32914e+00,1.32914e+00,1.32972e+00,1.32929e+00,1.32987e+00,1.33049e+00,1.33002e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32914e+00,1.32950e+00,1.32901e+00,1.32934e+00,1.32945e+00,1.32941e+00,1.32993e+00,1.33060e+00,1.33041e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32934e+00,1.32963e+00,1.32920e+00,1.32929e+00,1.32898e+00,1.32891e+00,1.32943e+00,1.33008e+00,1.32988e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32930e+00,1.32937e+00,1.32893e+00,1.32919e+00,1.32907e+00,1.32896e+00,1.32949e+00,1.33013e+00,1.32991e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32919e+00,1.32944e+00,1.32893e+00,1.32937e+00,1.32887e+00,1.32851e+00,1.32923e+00,1.32982e+00,1.32959e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
1.32936e+00,1.32960e+00,1.32935e+00,1.32948e+00,1.32896e+00,1.32860e+00,1.32929e+00,1.32988e+00,1.32962e+00,1.32989e+00,1.33023e+00,1.33050e+00,1.33077e+00,1.33098e+00,1.33117e+00,1.33140e+00,1.33166e+00,1.33196e+00,1.33229e+00,1.33261e+00,1.33309e+00,1.33398e+00,1.33454e+00,1.33541e+00,1.33662e+00,1.33773e+00,1.33915e+00
