Date,Time,Open,High,Low,Close,Volume
2018.06.19,22:00,1.32803,1.32831,1.32791,1.32827,867
2018.06.19,22:15,1.32826,1.32835,1.32802,1.32817,860
2018.06.19,22:30,1.32817,1.32830,1.32792,1.32798,1096
2018.06.19,22:45,1.32798,1.32858,1.32761,1.32833,1353
2018.06.19,23:00,1.32832,1.32862,1.32773,1.32788,1000
2018.06.19,23:15,1.32785,1.32789,1.32726,1.32733,1130
2018.06.19,23:30,1.32733,1.32762,1.32726,1.32754,1308
2018.06.19,23:45,1.32754,1.32850,1.32752,1.32850,695
2018.06.20,00:00,1.32846,1.32860,1.32772,1.32851,275
2018.06.20,00:15,1.32848,1.32863,1.32828,1.32829,102
2018.06.20,00:30,1.32833,1.32838,1.32829,1.32837,164
2018.06.20,00:45,1.32837,1.32837,1.32813,1.32818,208
2018.06.20,01:00,1.32817,1.32865,1.32812,1.32865,664
2018.06.20,01:15,1.32861,1.32887,1.32836,1.32866,608
2018.06.20,01:30,1.32863,1.32865,1.32837,1.32839,546
2018.06.20,01:45,1.32838,1.32848,1.32818,1.32845,325
2018.06.20,02:00,1.32844,1.32849,1.32798,1.32811,944
2018.06.20,02:15,1.32810,1.32810,1.32732,1.32768,979
2018.06.20,02:30,1.32773,1.32798,1.32731,1.32755,909
2018.06.20,02:45,1.32755,1.32782,1.32734,1.32771,919
2018.06.20,03:00,1.32766,1.32803,1.32738,1.32788,1347
2018.06.20,03:15,1.32789,1.32812,1.32770,1.32806,1042
2018.06.20,03:30,1.32806,1.32843,1.32806,1.32840,1030
2018.06.20,03:45,1.32840,1.32862,1.32813,1.32856,1351
2018.06.20,04:00,1.32855,1.32919,1.32838,1.32890,1798
2018.06.20,04:15,1.32889,1.32898,1.32800,1.32801,1839
2018.06.20,04:30,1.32803,1.32803,1.32707,1.32740,2635
2018.06.20,04:45,1.32740,1.32772,1.32738,1.32747,1680
2018.06.20,05:00,1.32746,1.32751,1.32680,1.32739,2237
2018.06.20,05:15,1.32737,1.32772,1.32714,1.32718,1832
2018.06.20,05:30,1.32717,1.32739,1.32685,1.32699,1719
2018.06.20,05:45,1.32696,1.32798,1.32679,1.32768,2047
2018.06.20,06:00,1.32769,1.32791,1.32757,1.32788,1650
2018.06.20,06:15,1.32789,1.32801,1.32746,1.32757,1995
2018.06.20,06:30,1.32757,1.32811,1.32754,1.32809,1871
2018.06.20,06:45,1.32809,1.32855,1.32803,1.32827,1836
2018.06.20,07:00,1.32827,1.32886,1.32816,1.32886,858
2018.06.20,07:15,1.32884,1.32890,1.32849,1.32886,1026
2018.06.20,07:30,1.32886,1.32886,1.32856,1.32874,846
2018.06.20,07:45,1.32874,1.32877,1.32827,1.32832,1044
2018.06.20,08:00,1.32833,1.32867,1.32815,1.32847,1503
2018.06.20,08:15,1.32847,1.32849,1.32744,1.32762,2358
2018.06.20,08:30,1.32762,1.32799,1.32741,1.32789,2529
2018.06.20,08:45,1.32791,1.32840,1.32762,1.32823,2441
2018.06.20,09:00,1.32823,1.32860,1.32776,1.32831,2119
2018.06.20,09:15,1.32830,1.32843,1.32720,1.32742,2016
2018.06.20,09:30,1.32742,1.32888,1.32742,1.32834,1770
2018.06.20,09:45,1.32835,1.32904,1.32824,1.32858,2424
2018.06.20,10:00,1.32858,1.32871,1.32816,1.32821,1705
2018.06.20,10:15,1.32823,1.32992,1.32823,1.32979,1594
2018.06.20,10:30,1.32978,1.32978,1.32838,1.32866,2083
2018.06.20,10:45,1.32866,1.33016,1.32841,1.32991,2538
2018.06.20,11:00,1.32990,1.33099,1.32989,1.33021,3217
2018.06.20,11:15,1.33022,1.33023,1.32937,1.32959,2027
2018.06.20,11:30,1.32960,1.32975,1.32923,1.32941,1265
2018.06.20,11:45,1.32942,1.32942,1.32845,1.32856,1494
2018.06.20,12:00,1.32855,1.32912,1.32843,1.32885,1033
2018.06.20,12:15,1.32884,1.32995,1.32882,1.32943,1103
2018.06.20,12:30,1.32943,1.32947,1.32907,1.32939,915
2018.06.20,12:45,1.32938,1.33019,1.32938,1.32997,1038
2018.06.20,13:00,1.32996,1.33038,1.32900,1.32912,1153
2018.06.20,13:15,1.32917,1.32942,1.32894,1.32939,885
2018.06.20,13:30,1.32939,1.33002,1.32921,1.32967,1241
2018.06.20,13:45,1.32973,1.32985,1.32961,1.32985,924
2018.06.20,14:00,1.32983,1.33044,1.32980,1.32993,914
2018.06.20,14:15,1.32993,1.33003,1.32908,1.32908,1120
2018.06.20,14:30,1.32909,1.32966,1.32894,1.32966,1602
2018.06.20,14:45,1.32965,1.32978,1.32919,1.32942,1609
2018.06.20,15:00,1.32942,1.33032,1.32933,1.32979,1853
2018.06.20,15:15,1.32985,1.33014,1.32914,1.32949,1979
2018.06.20,15:30,1.32948,1.33027,1.32918,1.32923,1773
2018.06.20,15:45,1.32924,1.32953,1.32822,1.32856,2004
2018.06.20,16:00,1.32856,1.32931,1.32782,1.32810,1503
2018.06.20,16:15,1.32811,1.32933,1.32745,1.32904,2355
2018.06.20,16:30,1.32903,1.32942,1.32868,1.32888,2471
2018.06.20,16:45,1.32890,1.32911,1.32779,1.32850,2363
2018.06.20,17:00,1.32850,1.33018,1.32825,1.32983,2582
2018.06.20,17:15,1.32977,1.33053,1.32932,1.33025,1614
2018.06.20,17:30,1.33031,1.33092,1.32935,1.32940,2595
2018.06.20,17:45,1.32938,1.32991,1.32832,1.32930,2071
2018.06.20,18:00,1.32928,1.32973,1.32861,1.32948,2330
2018.06.20,18:15,1.32949,1.33030,1.32943,1.33014,1688
2018.06.20,18:30,1.33013,1.33037,1.32942,1.32981,1453
2018.06.20,18:45,1.32981,1.33001,1.32892,1.32904,1614
2018.06.20,19:00,1.32904,1.32980,1.32887,1.32975,1645
2018.06.20,19:15,1.32976,1.33040,1.32929,1.33033,2067
2018.06.20,19:30,1.33030,1.33049,1.32982,1.33019,1662
2018.06.20,19:45,1.33020,1.33049,1.33000,1.33042,1157
2018.06.20,20:00,1.33043,1.33068,1.33021,1.33026,1314
2018.06.20,20:15,1.33026,1.33079,1.33021,1.33072,839
2018.06.20,20:30,1.33070,1.33070,1.33012,1.33037,746
2018.06.20,20:45,1.33036,1.33058,1.32952,1.32981,1443
2018.06.20,21:00,1.32982,1.33071,1.32981,1.33064,1307
2018.06.20,21:15,1.33063,1.33083,1.33050,1.33078,1178
2018.06.20,21:30,1.33078,1.33135,1.33076,1.33135,1833
2018.06.20,21:45,1.33136,1.33149,1.33089,1.33099,1292
2018.06.20,22:00,1.33099,1.33188,1.33083,1.33183,941
2018.06.20,22:15,1.33182,1.33203,1.33154,1.33167,875
2018.06.20,22:30,1.33169,1.33195,1.33160,1.33160,693
2018.06.20,22:45,1.33159,1.33163,1.33130,1.33140,995
2018.06.20,23:00,1.33140,1.33182,1.33112,1.33133,923
2018.06.20,23:15,1.33132,1.33141,1.33071,1.33083,1475
2018.06.20,23:30,1.33085,1.33151,1.33078,1.33132,1017
2018.06.20,23:45,1.33135,1.33153,1.33041,1.33080,325
2018.06.21,00:00,1.33083,1.33083,1.33012,1.33067,410
2018.06.21,00:15,1.33063,1.33094,1.33037,1.33071,418
2018.06.21,00:30,1.33072,1.33090,1.33033,1.33073,350
2018.06.21,00:45,1.33072,1.33090,1.33071,1.33085,1247
2018.06.21,01:00,1.33084,1.33119,1.33079,1.33088,561
2018.06.21,01:15,1.33087,1.33090,1.33071,1.33079,239
2018.06.21,01:30,1.33078,1.33086,1.33051,1.33082,811
2018.06.21,01:45,1.33083,1.33099,1.33083,1.33085,534
2018.06.21,02:00,1.33086,1.33101,1.33058,1.33059,844
2018.06.21,02:15,1.33060,1.33092,1.33057,1.33078,757
2018.06.21,02:30,1.33079,1.33118,1.33079,1.33086,693
2018.06.21,02:45,1.33086,1.33086,1.33048,1.33063,495
2018.06.21,03:00,1.33071,1.33089,1.33004,1.33011,889
2018.06.21,03:15,1.33012,1.33070,1.33008,1.33027,1249
2018.06.21,03:30,1.33029,1.33040,1.33000,1.33030,536
2018.06.21,03:45,1.33031,1.33045,1.33002,1.33015,1060
2018.06.21,04:00,1.33017,1.33109,1.33017,1.33046,1363
2018.06.21,04:15,1.33045,1.33121,1.33020,1.33101,1653
2018.06.21,04:30,1.33095,1.33145,1.33020,1.33046,1634
2018.06.21,04:45,1.33045,1.33078,1.32962,1.32978,1232
2018.06.21,05:00,1.32978,1.33028,1.32951,1.32966,1663
2018.06.21,05:15,1.32963,1.32979,1.32935,1.32970,1309
2018.06.21,05:30,1.32971,1.33031,1.32951,1.33027,958
2018.06.21,05:45,1.33027,1.33070,1.33016,1.33061,872
2018.06.21,06:00,1.33061,1.33103,1.33052,1.33079,1209
2018.06.21,06:15,1.33078,1.33163,1.33076,1.33128,1448
2018.06.21,06:30,1.33129,1.33183,1.33121,1.33161,1620
2018.06.21,06:45,1.33161,1.33166,1.33122,1.33128,1016
2018.06.21,07:00,1.33129,1.33160,1.33102,1.33158,1266
2018.06.21,07:15,1.33157,1.33158,1.33123,1.33128,937
2018.06.21,07:30,1.33130,1.33153,1.33111,1.33150,735
2018.06.21,07:45,1.33150,1.33175,1.33142,1.33157,1011
2018.06.21,08:00,1.33158,1.33180,1.33142,1.33167,1433
2018.06.21,08:15,1.33170,1.33191,1.33161,1.33169,1006
2018.06.21,08:30,1.33168,1.33191,1.33168,1.33178,785
2018.06.21,08:45,1.33178,1.33220,1.33163,1.33187,1293
2018.06.21,09:00,1.33188,1.33255,1.33187,1.33243,1869
2018.06.21,09:15,1.33242,1.33257,1.33192,1.33192,1456
2018.06.21,09:30,1.33191,1.33238,1.33146,1.33157,1149
2018.06.21,09:45,1.33156,1.33220,1.33151,1.33200,1451
2018.06.21,10:00,1.33202,1.33234,1.33165,1.33222,1507
2018.06.21,10:15,1.33223,1.33244,1.33168,1.33185,1361
2018.06.21,10:30,1.33187,1.33187,1.33106,1.33140,2369
2018.06.21,10:45,1.33139,1.33167,1.33082,1.33098,1859
2018.06.21,11:00,1.33099,1.33185,1.33073,1.33183,1768
2018.06.21,11:15,1.33200,1.33225,1.33129,1.33129,1138
2018.06.21,11:30,1.33130,1.33217,1.33130,1.33206,1712
2018.06.21,11:45,1.33207,1.33235,1.33172,1.33224,1996
2018.06.21,12:00,1.33228,1.33253,1.33172,1.33249,2307
2018.06.21,12:15,1.33248,1.33261,1.33159,1.33202,2442
2018.06.21,12:30,1.33203,1.33256,1.33202,1.33227,1726
2018.06.21,12:45,1.33230,1.33262,1.33194,1.33236,1667
2018.06.21,13:00,1.33236,1.33283,1.33219,1.33226,1617
2018.06.21,13:15,1.33227,1.33254,1.33201,1.33228,1625
2018.06.21,13:30,1.33228,1.33255,1.33208,1.33250,977
2018.06.21,13:45,1.33248,1.33254,1.33102,1.33140,1640
2018.06.21,14:00,1.33140,1.33222,1.33111,1.33196,2472
2018.06.21,14:15,1.33198,1.33246,1.33181,1.33200,1525
2018.06.21,14:30,1.33201,1.33242,1.33161,1.33236,2852
2018.06.21,14:45,1.33236,1.33249,1.33155,1.33175,1617
2018.06.21,15:00,1.33173,1.33345,1.33171,1.33309,1911
2018.06.21,15:15,1.33308,1.33308,1.33193,1.33213,1724
2018.06.21,15:30,1.33216,1.33265,1.33080,1.33147,2761
2018.06.21,15:45,1.33147,1.33153,1.32940,1.33098,3149
2018.06.21,16:00,1.33097,1.33138,1.32977,1.33114,2332
2018.06.21,16:15,1.33119,1.33132,1.33017,1.33103,2080
2018.06.21,16:30,1.33098,1.33238,1.33041,1.33226,2432
2018.06.21,16:45,1.33226,1.33239,1.33139,1.33164,1995
2018.06.21,17:00,1.33164,1.33192,1.33077,1.33135,2682
2018.06.21,17:15,1.33128,1.33128,1.32904,1.32923,2747
2018.06.21,17:30,1.32929,1.33013,1.32818,1.32840,3148
2018.06.21,17:45,1.32846,1.33057,1.32846,1.33024,2588
2018.06.21,18:00,1.33024,1.33079,1.33010,1.33035,2426
2018.06.21,18:15,1.33034,1.33120,1.32994,1.33084,1807
2018.06.21,18:30,1.33084,1.33101,1.33019,1.33034,1834
2018.06.21,18:45,1.33036,1.33250,1.33009,1.33193,1802
2018.06.21,19:00,1.33193,1.33218,1.33121,1.33141,1441
2018.06.21,19:15,1.33143,1.33208,1.33140,1.33180,1317
2018.06.21,19:30,1.33180,1.33246,1.33168,1.33209,1247
2018.06.21,19:45,1.33209,1.33280,1.33205,1.33205,1261
2018.06.21,20:00,1.33204,1.33242,1.33167,1.33182,1755
2018.06.21,20:15,1.33177,1.33204,1.33114,1.33118,1386
2018.06.21,20:30,1.33117,1.33164,1.33055,1.33075,1106
2018.06.21,20:45,1.33075,1.33105,1.33052,1.33063,1850
2018.06.21,21:00,1.33062,1.33065,1.32982,1.33059,2222
2018.06.21,21:15,1.33063,1.33100,1.33028,1.33033,1635
2018.06.21,21:30,1.33028,1.33030,1.32965,1.32981,1067
2018.06.21,21:45,1.32985,1.33020,1.32962,1.33011,1249
2018.06.21,22:00,1.33013,1.33044,1.33005,1.33030,889
2018.06.21,22:15,1.33030,1.33064,1.32974,1.32996,1450
2018.06.21,22:30,1.32996,1.33073,1.32996,1.33045,1118
2018.06.21,22:45,1.33046,1.33046,1.32992,1.33014,1332
2018.06.21,23:00,1.33014,1.33058,1.33011,1.33048,849
2018.06.21,23:15,1.33048,1.33079,1.33020,1.33074,909
2018.06.21,23:30,1.33073,1.33122,1.33065,1.33119,1444
2018.06.21,23:45,1.33120,1.33210,1.33111,1.33131,748
2018.06.22,00:00,1.33104,1.33189,1.33104,1.33128,572
2018.06.22,00:15,1.33131,1.33190,1.33129,1.33141,267
2018.06.22,00:30,1.33143,1.33176,1.33139,1.33154,258
2018.06.22,00:45,1.33155,1.33170,1.33137,1.33153,1035
2018.06.22,01:00,1.33151,1.33191,1.33145,1.33171,970
2018.06.22,01:15,1.33170,1.33176,1.33143,1.33145,651
2018.06.22,01:30,1.33148,1.33182,1.33134,1.33141,917
2018.06.22,01:45,1.33141,1.33156,1.33127,1.33137,498
2018.06.22,02:00,1.33135,1.33154,1.33133,1.33149,701
2018.06.22,02:15,1.33149,1.33181,1.33134,1.33180,738
2018.06.22,02:30,1.33178,1.33193,1.33157,1.33158,809
2018.06.22,02:45,1.33158,1.33179,1.33136,1.33177,720
2018.06.22,03:00,1.33178,1.33178,1.33069,1.33093,1542
2018.06.22,03:15,1.33094,1.33096,1.32997,1.33018,1325
2018.06.22,03:30,1.33019,1.33036,1.33000,1.33034,1204
2018.06.22,03:45,1.33034,1.33046,1.33008,1.33009,793
2018.06.22,04:00,1.33009,1.33070,1.33000,1.33069,1032
2018.06.22,04:15,1.33069,1.33086,1.33052,1.33057,1443
2018.06.22,04:30,1.33056,1.33090,1.33056,1.33069,1377
2018.06.22,04:45,1.33070,1.33086,1.33005,1.33039,1454
2018.06.22,05:00,1.33040,1.33064,1.33025,1.33036,1637
2018.06.22,05:15,1.33035,1.33067,1.33024,1.33064,1050
2018.06.22,05:30,1.33065,1.33095,1.33057,1.33091,1196
2018.06.22,05:45,1.33092,1.33094,1.33053,1.33067,1525
2018.06.22,06:00,1.33065,1.33066,1.32991,1.32994,1399
2018.06.22,06:15,1.32993,1.32999,1.32939,1.32955,2183
2018.06.22,06:30,1.32954,1.32991,1.32952,1.32981,1265
2018.06.22,06:45,1.32981,1.32991,1.32944,1.32958,1395
2018.06.22,07:00,1.32957,1.32971,1.32947,1.32966,1141
2018.06.22,07:15,1.32966,1.32978,1.32957,1.32967,863
2018.06.22,07:30,1.32966,1.32995,1.32965,1.32973,771
2018.06.22,07:45,1.32974,1.32978,1.32944,1.32944,1085
2018.06.22,08:00,1.32944,1.32981,1.32928,1.32947,1530
2018.06.22,08:15,1.32946,1.32960,1.32917,1.32922,1817
2018.06.22,08:30,1.32921,1.32980,1.32897,1.32958,2224
2018.06.22,08:45,1.32958,1.32975,1.32912,1.32935,1281
2018.06.22,09:00,1.32933,1.33007,1.32933,1.32978,1482
2018.06.22,09:15,1.32979,1.32988,1.32943,1.32951,784
2018.06.22,09:30,1.32951,1.32962,1.32888,1.32901,1411
2018.06.22,09:45,1.32899,1.32938,1.32891,1.32914,1272
2018.06.22,10:00,1.32904,1.32932,1.32853,1.32923,2703
2018.06.22,10:15,1.32922,1.32954,1.32906,1.32924,1145
2018.06.22,10:30,1.32924,1.32962,1.32866,1.32960,2181
2018.06.22,10:45,1.32959,1.32994,1.32904,1.32917,1263
2018.06.22,11:00,1.32918,1.32979,1.32864,1.32900,1687
2018.06.22,11:15,1.32901,1.32932,1.32889,1.32896,1043
2018.06.22,11:30,1.32896,1.32946,1.32874,1.32905,1482
2018.06.22,11:45,1.32905,1.32913,1.32807,1.32822,903
2018.06.22,12:00,1.32822,1.32847,1.32740,1.32745,1307
2018.06.22,12:15,1.32745,1.32769,1.32655,1.32690,1284
2018.06.22,12:30,1.32689,1.32718,1.32619,1.32701,1342
2018.06.22,12:45,1.32698,1.32819,1.32691,1.32797,1329
2018.06.22,13:00,1.32797,1.32869,1.32769,1.32832,1791
2018.06.22,13:15,1.32835,1.32879,1.32815,1.32836,1334
2018.06.22,13:30,1.32836,1.32871,1.32821,1.32859,846
2018.06.22,13:45,1.32860,1.32862,1.32760,1.32780,749
2018.06.22,14:00,1.32779,1.32796,1.32755,1.32787,1117
2018.06.22,14:15,1.32786,1.32802,1.32762,1.32785,1087
2018.06.22,14:30,1.32786,1.32809,1.32725,1.32800,1810
2018.06.22,14:45,1.32799,1.32828,1.32729,1.32747,1381
2018.06.22,15:00,1.32748,1.32812,1.32689,1.32734,1240
2018.06.22,15:15,1.32733,1.32806,1.32670,1.32798,1222
2018.06.22,15:30,1.32797,1.33811,1.32769,1.33483,3748
2018.06.22,15:45,1.33481,1.33567,1.33266,1.33267,2584
2018.06.22,16:00,1.33266,1.33345,1.33193,1.33234,2546
2018.06.22,16:15,1.33238,1.33256,1.33082,1.33199,2302
2018.06.22,16:30,1.33199,1.33285,1.33169,1.33258,2181
2018.06.22,16:45,1.33257,1.33313,1.33150,1.33243,2335
2018.06.22,17:00,1.33239,1.33324,1.33230,1.33284,2127
2018.06.22,17:15,1.33282,1.33398,1.33268,1.33392,2403
2018.06.22,17:30,1.33392,1.33418,1.33310,1.33372,2594
2018.06.22,17:45,1.33371,1.33456,1.33324,1.33367,2445
2018.06.22,18:00,1.33367,1.33401,1.33279,1.33350,2164
2018.06.22,18:15,1.33354,1.33362,1.33293,1.33302,1439
2018.06.22,18:30,1.33301,1.33341,1.33212,1.33215,1498
2018.06.22,18:45,1.33215,1.33216,1.33145,1.33179,1504
2018.06.22,19:00,1.33179,1.33196,1.33143,1.33155,1411
2018.06.22,19:15,1.33154,1.33198,1.33131,1.33163,1214
2018.06.22,19:30,1.33164,1.33245,1.33160,1.33171,1483
2018.06.22,19:45,1.33170,1.33198,1.33126,1.33180,1385
2018.06.22,20:00,1.33180,1.33186,1.32891,1.32910,1896
2018.06.22,20:15,1.32909,1.32991,1.32909,1.32923,1454
2018.06.22,20:30,1.32926,1.32948,1.32790,1.32821,1947
2018.06.22,20:45,1.32823,1.32873,1.32774,1.32813,1777
2018.06.22,21:00,1.32813,1.32857,1.32807,1.32839,1418
2018.06.22,21:15,1.32836,1.32879,1.32780,1.32807,2051
2018.06.22,21:30,1.32808,1.32886,1.32780,1.32808,1330
2018.06.22,21:45,1.32807,1.32848,1.32747,1.32790,1269
2018.06.22,22:00,1.32787,1.32798,1.32749,1.32793,1090
2018.06.22,22:15,1.32794,1.32797,1.32748,1.32759,919
2018.06.22,22:30,1.32760,1.32761,1.32678,1.32693,1094
2018.06.22,22:45,1.32691,1.32763,1.32674,1.32761,1502
2018.06.22,23:00,1.32758,1.32759,1.32666,1.32669,1204
2018.06.22,23:15,1.32669,1.32765,1.32661,1.32690,1410
2018.06.22,23:30,1.32690,1.32723,1.32673,1.32676,899
2018.06.22,23:45,1.32676,1.32765,1.32673,1.32734,467
2018.06.25,00:00,1.32696,1.32702,1.32672,1.32682,78
2018.06.25,00:15,1.32678,1.32678,1.32636,1.32676,9
2018.06.25,00:30,1.32670,1.32675,1.32654,1.32660,8
2018.06.25,00:45,1.32660,1.32661,1.32660,1.32661,199
2018.06.25,01:00,1.32660,1.32726,1.32649,1.32718,779
2018.06.25,01:15,1.32719,1.32740,1.32713,1.32723,861
2018.06.25,01:30,1.32723,1.32749,1.32712,1.32714,459
2018.06.25,01:45,1.32716,1.32724,1.32688,1.32703,353
2018.06.25,02:00,1.32703,1.32710,1.32700,1.32709,183
2018.06.25,02:15,1.32703,1.32766,1.32696,1.32765,509
2018.06.25,02:30,1.32763,1.32801,1.32751,1.32795,514
2018.06.25,02:45,1.32790,1.32800,1.32770,1.32778,496
2018.06.25,03:00,1.32779,1.32832,1.32736,1.32832,1436
2018.06.25,03:15,1.32833,1.32873,1.32827,1.32870,1349
2018.06.25,03:30,1.32867,1.32934,1.32853,1.32906,1245
2018.06.25,03:45,1.32904,1.32945,1.32859,1.32870,1484
2018.06.25,04:00,1.32871,1.32910,1.32845,1.32850,1236
2018.06.25,04:15,1.32849,1.32907,1.32840,1.32883,1594
2018.06.25,04:30,1.32882,1.32902,1.32850,1.32887,1916
2018.06.25,04:45,1.32889,1.32910,1.32816,1.32889,1965
2018.06.25,05:00,1.32887,1.32940,1.32883,1.32916,1754
2018.06.25,05:15,1.32916,1.32921,1.32904,1.32916,1044
2018.06.25,05:30,1.32915,1.32959,1.32914,1.32939,948
2018.06.25,05:45,1.32939,1.32955,1.32936,1.32955,806
2018.06.25,06:00,1.32956,1.32960,1.32929,1.32949,1062
2018.06.25,06:15,1.32949,1.32969,1.32927,1.32949,1041
2018.06.25,06:30,1.32949,1.32950,1.32920,1.32920,1072
2018.06.25,06:45,1.32919,1.32921,1.32894,1.32899,1190
2018.06.25,07:00,1.32903,1.32917,1.32895,1.32908,882
2018.06.25,07:15,1.32907,1.32942,1.32898,1.32925,753
2018.06.25,07:30,1.32925,1.32941,1.32920,1.32930,909
2018.06.25,07:45,1.32929,1.32933,1.32899,1.32903,968
2018.06.25,08:00,1.32899,1.32939,1.32882,1.32939,1360
2018.06.25,08:15,1.32939,1.32968,1.32920,1.32964,1076
2018.06.25,08:30,1.32963,1.32994,1.32958,1.32975,1387
2018.06.25,08:45,1.32975,1.32982,1.32950,1.32957,1419
2018.06.25,09:00,1.32957,1.32992,1.32948,1.32957,1175
2018.06.25,09:15,1.32957,1.32982,1.32878,1.32948,1753
2018.06.25,09:30,1.32947,1.33016,1.32905,1.32955,1219
2018.06.25,09:45,1.32955,1.33079,1.32947,1.33062,1747
2018.06.25,10:00,1.33062,1.33075,1.32990,1.33008,1836
2018.06.25,10:15,1.33008,1.33035,1.32952,1.32984,1715
2018.06.25,10:30,1.32983,1.32988,1.32878,1.32890,1305
2018.06.25,10:45,1.32892,1.32913,1.32755,1.32759,1624
2018.06.25,11:00,1.32765,1.32806,1.32706,1.32800,2283
2018.06.25,11:15,1.32799,1.32825,1.32776,1.32806,1452
2018.06.25,11:30,1.32806,1.32865,1.32789,1.32865,1746
2018.06.25,11:45,1.32861,1.32905,1.32837,1.32862,1191
2018.06.25,12:00,1.32863,1.32869,1.32797,1.32821,1671
2018.06.25,12:15,1.32821,1.32877,1.32776,1.32875,1534
2018.06.25,12:30,1.32875,1.32891,1.32809,1.32837,1067
2018.06.25,12:45,1.32838,1.32859,1.32796,1.32834,838
2018.06.25,13:00,1.32834,1.33003,1.32825,1.32994,1238
2018.06.25,13:15,1.32993,1.33123,1.32985,1.33120,1328
2018.06.25,13:30,1.33120,1.33147,1.33088,1.33129,983
2018.06.25,13:45,1.33130,1.33148,1.33078,1.33093,1108
2018.06.25,14:00,1.33094,1.33094,1.32940,1.32953,1317
2018.06.25,14:15,1.32956,1.33021,1.32913,1.32997,1599
2018.06.25,14:30,1.32998,1.33017,1.32926,1.32948,1390
2018.06.25,14:45,1.32952,1.32952,1.32891,1.32903,1216
2018.06.25,15:00,1.32902,1.32934,1.32845,1.32857,1629
2018.06.25,15:15,1.32856,1.32898,1.32841,1.32858,1217
2018.06.25,15:30,1.32858,1.32871,1.32777,1.32818,1438
2018.06.25,15:45,1.32817,1.32928,1.32809,1.32913,1509
2018.06.25,16:00,1.32913,1.32922,1.32845,1.32858,1293
2018.06.25,16:15,1.32856,1.32934,1.32845,1.32921,1310
2018.06.25,16:30,1.32923,1.33080,1.32842,1.33044,1975
2018.06.25,16:45,1.33043,1.33173,1.33039,1.33137,1928
2018.06.25,17:00,1.33137,1.33190,1.33065,1.33075,1993
2018.06.25,17:15,1.33076,1.33123,1.33023,1.33029,1703
2018.06.25,17:30,1.33026,1.33076,1.32941,1.32971,2109
2018.06.25,17:45,1.32970,1.33082,1.32952,1.33041,2477
2018.06.25,18:00,1.33040,1.33110,1.33000,1.33074,2162
2018.06.25,18:15,1.33073,1.33111,1.33022,1.33022,1950
2018.06.25,18:30,1.33019,1.33169,1.33019,1.33151,1634
2018.06.25,18:45,1.33152,1.33169,1.33099,1.33122,1258
2018.06.25,19:00,1.33122,1.33237,1.33103,1.33202,1647
2018.06.25,19:15,1.33202,1.33205,1.33102,1.33138,1173
2018.06.25,19:30,1.33137,1.33181,1.33115,1.33142,1023
2018.06.25,19:45,1.33146,1.33198,1.33121,1.33158,1418
2018.06.25,20:00,1.33160,1.33183,1.33127,1.33141,1168
2018.06.25,20:15,1.33141,1.33173,1.33061,1.33084,1259
2018.06.25,20:30,1.33084,1.33090,1.33010,1.33016,859
2018.06.25,20:45,1.33017,1.33033,1.32991,1.32993,645
2018.06.25,21:00,1.32992,1.33002,1.32935,1.32988,1660
2018.06.25,21:15,1.32989,1.33036,1.32975,1.32991,1207
2018.06.25,21:30,1.32991,1.33013,1.32947,1.32952,1501
2018.06.25,21:45,1.32952,1.33080,1.32936,1.33069,1850
2018.06.25,22:00,1.33068,1.33078,1.33013,1.33040,773
2018.06.25,22:15,1.33042,1.33042,1.32975,1.32976,1168
2018.06.25,22:30,1.32976,1.32979,1.32920,1.32939,1676
2018.06.25,22:45,1.32936,1.33033,1.32936,1.33010,1472
2018.06.25,23:00,1.33008,1.33040,1.32932,1.32933,1150
2018.06.25,23:15,1.32933,1.32956,1.32897,1.32911,1333
2018.06.25,23:30,1.32911,1.32941,1.32908,1.32928,1360
2018.06.25,23:45,1.32928,1.32971,1.32910,1.32958,564
2018.06.26,00:00,1.32958,1.32958,1.32914,1.32942,161
2018.06.26,00:15,1.32930,1.32952,1.32926,1.32942,89
2018.06.26,00:30,1.32942,1.32979,1.32895,1.32901,531
2018.06.26,00:45,1.32899,1.32916,1.32855,1.32886,443
2018.06.26,01:00,1.32886,1.32910,1.32879,1.32892,726
2018.06.26,01:15,1.32894,1.32916,1.32881,1.32914,291
2018.06.26,01:30,1.32914,1.32919,1.32891,1.32899,392
2018.06.26,01:45,1.32898,1.32910,1.32875,1.32902,342
2018.06.26,02:00,1.32898,1.32923,1.32891,1.32905,357
2018.06.26,02:15,1.32910,1.32920,1.32900,1.32907,319
2018.06.26,02:30,1.32908,1.32966,1.32903,1.32958,514
2018.06.26,02:45,1.32958,1.32979,1.32947,1.32966,531
2018.06.26,03:00,1.32966,1.33002,1.32923,1.32933,1073
2018.06.26,03:15,1.32933,1.32941,1.32894,1.32899,917
2018.06.26,03:30,1.32896,1.32903,1.32836,1.32851,1004
2018.06.26,03:45,1.32849,1.32882,1.32819,1.32870,1172
2018.06.26,04:00,1.32870,1.32903,1.32856,1.32875,1049
2018.06.26,04:15,1.32873,1.32883,1.32825,1.32869,1273
2018.06.26,04:30,1.32871,1.32945,1.32871,1.32901,1888
2018.06.26,04:45,1.32903,1.32950,1.32869,1.32928,1284
2018.06.26,05:00,1.32927,1.32984,1.32911,1.32973,1748
2018.06.26,05:15,1.32973,1.32982,1.32899,1.32920,1433
